Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,29,1,1396,2,10,3,4,1,547,3,1,99,3,1,1,3,1,2642,2755,1,1,0,11,3,3,80,0,1,6,3,1,0,0,0
1,42,2,933,0,19,3,3,1,548,3,1,57,4,1,7,3,0,2759,20366,6,1,1,12,3,4,80,0,7,2,3,2,2,2,2
0,34,1,970,0,8,2,3,1,550,2,0,96,3,2,4,3,1,6142,7360,3,1,0,11,3,4,80,0,10,2,3,5,1,4,3
0,40,1,804,0,2,1,3,1,554,4,0,86,2,1,7,4,1,2342,22929,0,1,1,20,4,4,80,0,5,2,2,4,2,2,3
0,27,1,975,0,7,3,3,1,555,4,0,55,2,2,4,1,1,6811,23398,8,1,0,19,3,1,80,0,9,2,1,7,6,0,7
0,35,0,1225,0,2,4,4,1,558,4,0,61,3,2,4,1,0,5093,4761,2,1,0,11,3,1,80,1,16,2,4,1,0,0,0
0,38,1,268,0,2,5,3,1,560,4,1,92,3,1,7,3,2,3057,20471,6,1,1,13,3,2,80,1,6,0,1,1,0,0,1
0,34,1,167,0,8,5,4,1,561,2,0,32,3,2,5,1,0,5121,4187,3,1,0,14,3,3,80,1,7,3,3,0,0,0,0
1,33,1,527,0,1,4,5,1,563,4,1,63,3,1,7,4,1,2686,5207,1,1,1,13,3,3,80,0,10,2,2,10,9,7,8
0,45,1,954,2,2,2,0,1,565,2,1,46,1,2,1,3,1,6632,12388,0,1,0,13,3,1,80,0,9,3,3,8,7,3,1
1,55,1,725,0,2,3,3,1,569,4,1,78,3,5,3,1,2,19859,21199,5,1,1,13,3,4,80,1,24,2,3,5,2,1,4
0,26,2,575,0,1,2,4,1,572,1,0,71,1,1,6,4,0,4364,5288,3,1,0,14,3,1,80,1,5,2,3,2,2,2,0
0,29,1,657,0,27,3,3,1,573,2,0,66,3,2,4,3,2,4335,25549,4,1,0,12,3,1,80,1,11,3,2,8,7,1,1
1,26,1,1146,2,8,3,0,1,574,4,1,38,2,2,2,1,1,5326,3064,6,1,0,17,3,3,80,0,6,2,2,4,3,1,2
0,54,1,376,0,19,4,3,1,576,4,0,95,3,2,5,1,0,5485,22670,9,1,1,11,3,2,80,2,9,4,3,5,3,1,4
0,27,2,829,2,8,1,2,1,577,3,1,84,3,2,2,4,2,4342,24008,0,1,0,19,3,2,80,1,5,3,3,4,2,1,1
0,38,2,240,0,2,4,4,1,579,1,0,75,4,2,5,1,1,5980,26085,6,1,1,12,3,4,80,0,17,2,3,15,7,4,12
0,34,1,121,0,2,4,3,1,580,3,0,86,2,1,7,1,1,4381,7530,1,1,0,11,3,3,80,0,6,3,3,6,5,1,3
0,30,1,921,0,1,3,4,1,582,4,1,38,1,1,6,3,2,3833,24375,3,1,0,21,4,3,80,2,7,2,3,2,2,0,2
0,34,1,1111,2,8,2,4,1,584,3,0,93,3,2,2,1,2,6500,13305,5,1,0,17,3,2,80,1,6,1,3,3,2,1,2
0,24,0,1092,0,9,3,4,1,587,3,1,60,2,1,6,2,0,2694,26551,1,1,0,11,3,3,80,3,1,4,3,1,0,0,0
0,52,1,1325,0,11,4,4,1,588,4,0,82,3,2,6,3,2,3149,21821,8,1,0,20,4,2,80,1,9,3,3,5,2,1,4
0,50,1,691,0,2,3,3,1,589,3,1,64,3,4,8,3,2,17639,6881,5,1,0,16,3,4,80,0,30,3,3,4,3,0,3
1,33,1,118,2,16,3,2,1,592,1,0,69,3,2,2,1,1,5324,26507,5,1,0,15,3,3,80,0,6,3,3,3,2,0,2
0,47,1,202,0,2,2,5,1,593,3,0,33,3,4,3,4,2,16752,12982,1,1,1,11,3,3,80,1,26,3,2,26,14,3,0
0,29,1,1252,0,23,2,4,1,595,3,1,81,4,1,7,3,2,2700,23779,1,1,0,24,4,3,80,1,10,3,3,10,7,0,7
1,58,1,286,0,2,4,4,1,596,4,1,31,3,5,8,2,1,19246,25761,7,1,1,12,3,4,80,0,40,2,3,31,15,13,8
0,42,1,932,0,1,2,4,1,598,4,0,43,2,2,5,4,2,6062,4051,9,1,1,13,3,4,80,1,8,4,3,4,3,0,2
1,28,1,890,0,2,4,3,1,599,3,1,46,3,1,7,3,1,4382,16374,6,1,0,17,3,4,80,0,5,3,2,2,2,2,1
0,36,1,1041,1,13,3,1,1,600,3,1,36,3,1,0,2,2,2143,25527,4,1,0,13,3,2,80,1,8,2,3,5,2,0,4
0,30,1,946,0,2,3,3,1,603,3,0,52,2,2,5,4,1,6877,20234,5,1,1,24,4,2,80,0,12,4,2,0,0,0,0
0,45,1,252,0,2,3,4,1,604,2,0,95,2,1,7,3,1,2274,6153,1,1,0,14,3,4,80,0,1,3,3,1,0,0,0
0,34,2,702,0,16,4,4,1,607,3,0,100,2,1,7,4,1,2553,8306,1,1,0,16,3,3,80,0,6,3,3,5,2,1,3
1,55,1,436,2,2,1,3,1,609,3,1,37,3,2,2,4,1,5160,21519,4,1,0,16,3,3,80,0,12,3,2,9,7,7,3
0,43,1,589,0,14,2,4,1,610,2,1,94,3,4,8,1,2,17159,5200,6,1,0,24,4,3,80,1,22,3,3,4,1,1,0
0,27,1,269,0,5,1,0,1,611,3,1,42,2,3,8,4,0,12808,8842,1,1,1,16,3,2,80,1,9,3,3,9,8,0,8
0,28,1,760,2,2,4,2,1,613,2,0,81,3,2,2,2,2,4779,3698,1,1,1,20,4,1,80,0,8,2,3,8,7,7,5
0,34,1,829,1,3,2,1,1,614,3,1,88,3,1,0,4,2,3737,2243,0,1,0,19,3,3,80,1,4,1,1,3,2,0,2
1,26,2,887,0,5,2,3,1,615,3,0,88,2,1,7,3,2,2366,20898,1,1,1,14,3,1,80,1,8,2,3,8,7,1,7
0,27,0,443,0,3,3,3,1,616,4,1,50,3,1,7,4,2,1706,16571,1,1,0,11,3,3,80,3,0,6,2,0,0,0,0
0,44,1,625,0,4,3,3,1,618,4,1,50,3,2,4,2,1,5933,5197,9,1,0,12,3,4,80,0,10,2,2,5,2,2,3
0,33,1,586,2,1,3,3,1,620,1,1,48,4,2,2,1,0,4037,21816,1,1,0,22,4,1,80,1,9,5,3,9,8,0,8
0,35,1,1343,0,27,1,3,1,621,3,0,53,2,1,7,1,1,2559,17852,1,1,0,11,3,4,80,0,6,3,2,6,5,1,1
0,36,1,928,2,1,2,4,1,622,2,1,56,3,2,2,4,2,6201,2823,1,1,1,14,3,4,80,1,18,1,2,18,14,4,11
0,30,2,1012,0,5,4,4,1,624,2,1,75,2,1,7,4,0,3761,2373,9,1,0,12,3,2,80,1,10,3,2,5,4,0,3
0,53,1,661,2,7,2,2,1,625,1,0,78,2,3,2,4,2,10934,20715,7,1,1,18,3,4,80,1,35,3,3,5,2,0,4
0,45,1,930,2,9,3,2,1,626,4,1,74,3,3,2,1,0,10761,19239,4,1,1,12,3,3,80,1,18,2,3,5,4,0,2
0,32,1,638,0,8,2,3,1,627,3,0,91,4,2,7,3,2,5175,22162,5,1,0,12,3,3,80,1,9,3,2,5,3,1,3
0,52,2,890,0,25,4,3,1,628,3,0,81,2,4,5,4,2,13826,19028,3,1,0,22,4,3,80,0,31,3,3,9,8,0,0
0,37,1,342,2,16,4,2,1,629,4,1,66,2,2,2,3,0,6334,24558,4,1,0,19,3,4,80,2,9,2,3,1,0,0,0
0,28,1,1169,1,8,2,3,1,630,2,1,63,2,1,0,4,0,4936,23965,1,1,0,13,3,4,80,1,6,6,3,5,1,0,4
0,22,1,1230,0,1,2,4,1,631,4,1,33,2,2,5,4,2,4775,19146,6,1,0,22,4,1,80,2,4,2,1,2,2,2,2
0,44,1,986,0,8,4,4,1,632,1,1,62,4,1,6,4,2,2818,5044,2,1,1,24,4,3,80,1,10,2,2,3,2,0,2
0,36,1,1278,1,8,3,4,1,634,1,1,77,2,1,0,1,2,2342,8635,0,1,0,21,4,3,80,0,6,3,3,5,4,0,3
0,25,1,141,2,3,1,5,1,635,3,1,98,3,2,2,1,2,4194,14363,1,1,1,18,3,4,80,0,5,3,3,5,3,0,3
1,35,2,130,0,25,4,4,1,637,4,0,96,3,1,7,2,0,2022,16612,1,1,1,19,3,1,80,1,10,3,2,10,2,7,8
0,32,0,300,0,1,3,4,1,638,4,1,61,3,1,6,4,0,2314,9148,0,1,0,12,3,2,80,1,4,2,3,3,0,0,2
0,49,1,1418,0,1,3,0,1,640,3,0,36,3,1,7,1,2,3580,10554,2,1,0,16,3,2,80,1,7,2,3,4,2,0,2
0,24,0,1269,0,4,1,4,1,641,1,1,46,2,1,6,4,2,3162,10778,0,1,0,17,3,4,80,0,6,2,2,5,2,3,4
0,32,2,379,2,5,2,4,1,642,2,1,48,3,2,2,2,2,6524,8891,1,1,0,14,3,4,80,1,10,3,3,10,8,5,3
0,38,1,395,2,9,3,2,1,643,2,1,98,2,1,1,2,2,2899,12102,0,1,0,19,3,4,80,1,3,3,3,2,2,1,2
0,31,1,1222,0,11,4,4,1,645,4,1,48,3,1,7,4,2,2356,14871,3,1,1,19,3,2,80,1,8,2,3,6,4,0,2
1,29,1,341,2,1,3,3,1,646,2,0,48,2,1,1,3,0,2800,23522,6,1,1,19,3,3,80,3,5,3,3,3,2,0,2
0,35,1,672,0,25,3,0,1,648,4,1,78,2,3,5,2,2,10903,9129,3,1,0,16,3,1,80,0,16,2,3,13,10,4,8
0,37,2,1231,2,21,2,3,1,649,3,0,54,3,1,1,4,2,2973,21222,5,1,0,15,3,2,80,1,10,3,3,5,4,0,0
0,43,2,422,0,1,3,4,1,651,4,0,33,3,2,4,4,2,5562,21782,4,1,0,13,3,2,80,1,12,2,2,5,2,2,2
0,47,1,249,2,2,2,2,1,652,3,0,35,3,2,2,4,2,4537,17783,0,1,1,22,4,1,80,1,8,2,3,7,6,7,7
0,37,0,1252,2,19,2,3,1,653,1,1,32,3,3,2,2,1,7642,4814,1,1,1,13,3,4,80,0,10,2,3,10,0,0,9
0,39,1,1383,1,2,3,4,1,655,4,0,42,2,2,0,4,2,5204,7790,8,1,0,11,3,3,80,2,13,2,3,5,4,0,4
0,29,1,1086,0,7,1,3,1,658,1,0,62,2,1,6,4,0,2532,6054,6,1,0,14,3,3,80,3,8,5,3,4,3,0,3
0,44,1,661,0,9,2,4,1,659,2,1,61,3,1,7,1,2,2559,7508,1,1,1,13,3,4,80,0,8,0,3,8,7,7,1
1,58,2,781,0,2,1,4,1,661,4,1,57,2,1,6,4,0,2380,13384,9,1,1,14,3,4,80,1,3,3,2,1,0,0,0
0,43,1,177,0,8,3,4,1,662,1,0,55,3,2,5,2,0,4765,23814,4,1,0,21,4,3,80,1,4,2,4,1,0,0,0
1,20,1,500,2,2,3,3,1,663,3,0,49,2,1,1,3,1,2044,22052,1,1,0,13,3,4,80,0,2,3,2,2,2,0,2
1,21,1,1427,0,18,1,5,1,664,4,0,65,3,1,7,4,1,2693,8870,1,1,0,19,3,1,80,0,1,3,2,1,0,0,0
0,36,1,1425,0,14,1,4,1,665,3,1,68,3,2,4,4,2,6586,4821,0,1,1,17,3,1,80,1,17,2,2,16,8,4,11
0,47,1,1454,2,2,4,4,1,666,4,0,65,2,1,1,4,1,3294,13137,1,1,1,18,3,1,80,0,3,3,2,3,2,1,2
1,22,1,617,0,3,1,4,1,667,2,0,34,3,2,5,3,2,4171,10022,0,1,1,19,3,1,80,1,4,3,4,3,2,0,2
1,41,1,1085,0,2,4,4,1,668,2,0,57,1,1,6,4,0,2778,17725,4,1,1,13,3,3,80,1,10,1,2,7,7,1,0
0,28,1,995,0,9,3,3,1,669,3,0,77,3,1,7,3,0,2377,9834,5,1,0,18,3,2,80,1,6,2,3,2,2,2,2
1,39,1,1122,0,6,3,3,1,670,4,1,70,3,1,6,1,2,2404,4303,7,1,1,21,4,4,80,0,8,2,1,2,2,2,2
0,27,1,618,0,4,3,4,1,671,2,0,76,3,1,7,3,1,2318,17808,1,1,0,19,3,3,80,0,1,2,3,1,1,0,0
0,34,1,546,0,10,3,4,1,672,2,1,83,3,1,6,2,0,2008,6896,1,1,0,14,3,2,80,2,1,3,3,1,0,1,0
0,42,1,462,2,14,2,3,1,673,3,0,68,2,2,2,3,1,6244,7824,7,1,0,17,3,1,80,0,10,6,3,5,4,0,3
0,33,1,1198,0,1,4,5,1,674,3,1,100,2,1,7,1,1,2799,3339,3,1,1,11,3,2,80,0,6,1,3,3,2,0,2
0,35,1,1137,0,21,1,4,1,677,4,0,51,3,2,4,4,2,4014,19170,1,1,1,25,4,4,80,1,10,2,1,10,6,0,7
0,38,1,1333,0,1,3,0,1,682,4,0,80,3,3,8,1,2,13582,16292,1,1,0,13,3,2,80,1,15,3,3,15,12,5,11
0,32,0,1184,0,1,3,4,1,683,3,0,70,2,1,6,2,2,2332,3974,6,1,0,20,4,3,80,0,5,3,3,3,0,0,2
0,40,1,658,2,10,4,2,1,685,1,1,67,2,3,2,2,0,9705,20652,2,1,0,12,3,2,80,1,11,2,2,1,0,0,0
0,26,2,1283,2,1,3,3,1,686,3,1,52,2,2,2,1,1,4294,11148,1,1,0,12,3,2,80,0,7,2,3,7,7,0,7
0,41,1,263,0,6,3,3,1,687,4,1,59,3,1,6,1,1,4721,3119,2,1,1,13,3,3,80,0,20,3,3,18,13,2,17
0,36,1,938,0,2,4,3,1,688,3,1,79,3,1,6,3,1,2519,12287,4,1,0,21,4,3,80,0,16,6,3,11,8,3,9
1,20,1,129,0,4,3,0,1,690,1,1,84,3,1,6,1,1,2973,13008,1,1,0,19,3,2,80,0,1,2,3,1,0,0,0
0,31,1,616,0,12,3,3,1,691,4,0,41,3,2,4,4,2,5855,17369,0,1,1,11,3,3,80,2,10,2,1,9,7,8,5
0,40,2,1469,0,9,4,3,1,692,4,1,35,3,1,7,2,0,3617,25063,8,1,1,14,3,4,80,1,3,2,3,1,1,0,0
0,32,1,498,0,3,4,3,1,693,3,0,93,3,2,5,1,2,6725,13554,1,1,0,12,3,3,80,1,8,2,4,8,7,6,3
1,36,1,530,2,3,1,4,1,694,3,1,51,2,3,2,4,2,10325,5518,1,1,1,11,3,1,80,1,16,6,3,16,7,3,7
0,29,2,1404,2,20,3,0,1,698,3,0,84,3,1,1,4,2,2157,18203,1,1,0,15,3,2,80,1,3,5,3,3,1,0,2
0,53,1,1376,2,2,2,3,1,702,3,1,45,3,4,3,3,0,14852,13938,6,1,0,13,3,3,80,1,22,3,4,17,13,15,2
0,30,1,231,2,8,2,5,1,703,3,1,62,3,3,2,3,0,7264,9977,5,1,0,11,3,1,80,1,10,2,4,8,4,7,7
0,38,0,152,2,10,3,0,1,704,3,0,85,3,2,2,4,1,5666,19899,1,1,1,13,3,2,80,0,6,1,3,5,3,1,3
0,35,1,882,2,3,4,4,1,705,4,1,92,3,3,2,4,0,7823,6812,6,1,0,13,3,2,80,1,12,2,3,10,9,0,8
0,39,1,903,2,2,5,4,1,706,1,1,41,4,3,2,3,1,7880,2560,0,1,0,18,3,4,80,0,9,3,3,8,7,0,7
1,40,0,1479,2,24,3,4,1,707,2,0,100,4,4,2,2,1,13194,17071,4,1,1,16,3,4,80,0,22,2,2,1,0,0,0
0,36,0,1229,2,8,4,0,1,709,1,1,84,3,2,2,4,0,5079,25952,4,1,0,13,3,4,80,2,12,3,3,7,7,0,7
1,31,0,335,0,9,2,3,1,710,3,1,46,2,1,7,1,1,2321,10322,0,1,1,22,4,1,80,0,4,0,3,3,2,1,2
0,33,0,722,2,17,3,4,1,711,4,1,38,3,4,3,3,1,17444,20489,1,1,0,11,3,4,80,0,10,2,3,10,8,6,0
0,33,1,461,0,13,1,4,1,713,2,0,53,3,1,7,4,1,3452,17241,3,1,0,18,3,1,80,0,5,4,3,3,2,0,2
0,50,1,1126,0,1,2,3,1,715,4,1,66,3,4,8,4,0,17399,6615,9,1,0,22,4,3,80,1,32,1,2,5,4,1,3
0,33,2,827,0,1,4,5,1,716,3,0,84,4,2,4,2,2,5488,20161,1,1,1,13,3,1,80,1,6,2,3,6,5,1,2
0,45,0,248,0,23,2,4,1,719,4,1,42,3,2,6,1,2,3633,14039,1,1,1,15,3,3,80,1,9,2,3,9,8,0,8
0,47,1,955,2,4,2,4,1,720,4,0,83,3,2,2,4,1,4163,8571,1,1,1,17,3,3,80,0,9,0,3,9,0,0,7
1,30,1,138,0,22,3,4,1,721,1,0,48,3,1,7,3,2,2132,11539,4,1,1,11,3,2,80,0,7,2,3,5,2,0,1
0,50,1,939,0,24,3,4,1,722,4,1,95,3,4,5,3,2,13973,4161,3,1,1,18,3,4,80,1,22,2,3,12,11,1,5
0,46,1,566,0,7,2,3,1,724,4,1,75,3,3,5,3,0,10845,24208,6,1,0,13,3,2,80,1,13,3,3,8,7,0,7
0,24,1,1206,0,17,1,3,1,725,4,0,41,2,2,5,3,0,4377,24117,1,1,0,15,3,2,80,2,5,6,3,4,2,3,2
0,31,2,853,0,1,1,4,1,727,3,0,96,3,2,5,1,2,4148,11275,1,1,0,12,3,3,80,1,4,1,3,4,3,0,3
0,18,0,287,0,5,2,4,1,728,2,1,73,3,1,7,4,1,1051,13493,1,1,0,15,3,4,80,0,0,2,3,0,0,0,0
0,54,1,1441,0,17,3,0,1,729,3,0,56,3,3,5,3,2,10739,13943,8,1,0,11,3,3,80,1,22,2,3,10,7,0,8
0,35,1,583,0,25,4,3,1,730,3,0,57,3,3,4,3,0,10388,6975,1,1,1,11,3,3,80,1,16,3,2,16,10,10,1
1,30,2,109,0,5,3,3,1,733,2,0,60,3,1,6,2,1,2422,25725,0,1,0,17,3,1,80,0,4,3,3,3,2,1,2
0,26,1,1066,0,2,2,3,1,734,4,1,32,4,2,5,4,2,5472,3334,1,1,0,12,3,2,80,0,8,2,3,8,7,1,3
0,22,1,217,0,8,1,4,1,735,2,1,94,1,1,6,1,2,2451,6881,1,1,0,15,3,1,80,1,4,3,2,4,3,1,1
0,48,1,277,0,6,3,4,1,736,1,1,97,2,2,4,3,1,4240,13119,2,1,0,13,3,4,80,0,19,0,3,2,2,2,2
0,39,1,466,0,1,1,4,1,739,4,0,65,2,4,5,4,2,12742,7060,1,1,0,16,3,3,80,1,21,3,3,21,6,11,8
0,27,1,1055,0,2,4,4,1,740,1,0,47,3,2,5,4,2,4227,4658,0,1,0,18,3,2,80,1,4,2,3,3,2,2,2
0,50,1,804,0,9,3,4,1,743,1,1,64,3,1,6,4,2,2380,20165,4,1,0,18,3,2,80,0,8,5,3,1,0,0,0
0,59,1,715,0,2,3,4,1,744,3,0,69,2,4,5,4,1,13726,21829,3,1,1,13,3,1,80,0,30,4,3,5,3,4,3
0,41,0,247,0,7,1,4,1,747,2,0,55,1,5,8,3,0,19973,20284,1,1,0,22,4,2,80,2,21,3,3,21,16,5,10
1,26,0,265,2,29,2,3,1,749,2,1,79,1,2,2,1,1,4969,21813,8,1,0,18,3,4,80,0,7,6,3,2,2,2,2
1,52,1,266,2,2,1,2,1,750,1,0,57,1,5,3,4,2,19845,25846,1,1,0,15,3,4,80,1,33,3,3,32,14,6,9
0,44,1,1448,2,28,3,3,1,751,4,0,53,4,4,2,4,2,13320,11737,3,1,1,18,3,3,80,1,23,2,3,12,11,11,11
1,36,1,885,0,16,4,4,1,753,3,0,43,4,1,6,1,1,2743,8269,1,1,0,16,3,3,80,0,18,1,3,17,13,15,14
0,39,2,945,0,22,3,3,1,754,4,0,82,3,3,5,1,1,10880,5083,1,1,1,13,3,3,80,0,21,2,3,21,6,2,8
0,33,0,1038,2,8,1,4,1,755,2,0,88,2,1,1,4,1,2342,21437,0,1,0,19,3,4,80,0,3,2,2,2,2,2,2
0,45,1,1234,2,11,2,4,1,756,4,0,90,3,4,3,4,2,17650,5404,3,1,0,13,3,2,80,1,26,4,4,9,3,1,1
0,34,1,216,2,1,4,2,1,758,2,1,75,4,2,2,4,0,9725,12278,0,1,0,11,3,4,80,1,16,2,2,15,1,0,9
0,59,1,1089,2,1,2,0,1,759,2,1,66,3,3,3,4,2,11904,11038,3,1,1,14,3,3,80,1,14,1,1,6,4,0,4
0,45,1,788,1,24,4,3,1,760,2,1,36,3,1,0,2,1,2177,8318,1,1,0,16,3,1,80,0,6,3,3,6,3,0,4
0,53,2,124,2,2,3,2,1,761,3,0,38,2,3,2,2,2,7525,23537,2,1,0,12,3,1,80,1,30,2,3,15,7,6,12
1,36,1,660,0,15,3,5,1,762,1,1,81,3,2,6,3,0,4834,7858,7,1,0,14,3,2,80,1,9,3,2,1,0,0,0
1,26,2,342,0,2,3,4,1,763,1,1,57,3,1,7,1,2,2042,15346,6,1,1,14,3,2,80,1,6,2,3,3,2,1,2
0,34,1,1333,2,10,4,4,1,764,3,0,87,3,1,1,3,2,2220,18410,1,1,1,19,3,4,80,1,1,2,3,1,1,0,0
0,38,2,1186,0,3,4,5,1,766,3,1,44,3,1,7,3,2,2821,2997,3,1,0,16,3,1,80,1,8,2,3,2,2,2,2
0,46,1,430,0,1,4,3,1,771,4,1,40,3,5,8,4,0,19627,21445,9,1,0,17,3,4,80,2,23,0,3,2,2,2,2
0,55,0,444,0,2,1,3,1,775,3,1,40,2,4,3,1,1,16756,17323,7,1,0,15,3,2,80,0,31,3,4,9,7,6,2
0,43,1,415,2,25,3,3,1,776,3,1,79,2,3,2,4,0,10798,5268,5,1,0,13,3,3,80,1,18,5,3,1,0,0,0
1,20,2,769,2,9,3,2,1,777,4,0,54,3,1,1,4,1,2323,17205,1,1,1,14,3,2,80,0,2,3,3,2,2,0,2
0,46,1,1003,0,8,4,4,1,779,4,0,74,2,2,7,1,0,4615,21029,8,1,1,23,4,1,80,3,19,2,3,16,13,1,7
1,28,0,1366,0,24,2,0,1,781,2,1,72,2,3,4,1,1,8722,12355,1,1,0,12,3,1,80,0,10,2,2,10,7,1,9
0,26,1,192,0,1,2,3,1,782,1,1,59,2,1,6,1,2,3955,11141,1,1,0,16,3,1,80,2,6,2,3,5,3,1,3
0,30,1,1176,0,20,3,5,1,783,3,1,85,3,2,5,1,2,9957,9096,0,1,0,15,3,3,80,1,7,1,2,6,2,0,2
0,40,1,1492,0,20,4,0,1,786,1,1,61,3,3,4,4,2,10322,26542,4,1,0,20,4,4,80,1,14,6,3,11,10,11,1
0,27,0,1277,0,8,5,4,1,787,1,1,87,1,1,6,3,2,4621,5869,1,1,0,19,3,4,80,3,3,4,3,3,2,1,2
0,55,2,1091,0,2,1,4,1,788,4,1,65,3,3,5,2,2,10976,15813,3,1,0,18,3,2,80,1,23,4,3,3,2,1,2
1,44,1,1376,1,1,2,3,1,790,2,1,91,2,3,0,1,2,10482,2326,9,1,0,14,3,4,80,1,24,1,3,20,6,3,6
0,33,1,654,0,5,3,4,1,791,4,1,34,2,3,4,4,0,7119,21214,4,1,0,15,3,3,80,1,9,2,3,3,2,1,2
1,35,1,1204,2,4,3,0,1,792,4,1,86,3,3,2,1,1,9582,10333,0,1,1,22,4,1,80,0,9,2,3,8,7,4,7
0,28,1,895,0,15,2,4,1,794,1,1,50,3,1,6,3,0,2207,22482,1,1,0,16,3,4,80,1,4,5,2,4,2,2,2
0,34,2,618,0,3,1,4,1,795,1,1,45,3,2,4,4,1,7756,22266,0,1,0,17,3,3,80,0,7,1,2,6,2,0,4
1,26,1,1330,0,21,3,3,1,798,1,1,37,3,1,6,3,0,2377,19373,1,1,0,20,4,3,80,1,1,0,2,1,1,0,0
1,33,1,1017,0,25,3,3,1,799,1,1,55,2,1,7,2,1,2313,2993,4,1,1,20,4,2,80,0,5,0,3,2,2,2,2
0,42,1,469,0,2,2,3,1,800,4,1,35,3,4,3,1,2,17665,14399,0,1,0,17,3,4,80,1,23,3,3,22,6,13,7
1,28,2,1009,0,1,3,3,1,801,1,1,45,2,1,6,2,0,2596,7160,1,1,0,15,3,1,80,2,1,2,3,1,0,0,0
1,50,2,959,2,1,4,5,1,802,4,1,81,3,2,2,3,1,4728,17251,3,1,1,14,3,4,80,0,5,4,3,0,0,0,0
0,33,2,970,2,7,3,4,1,803,4,0,30,3,2,2,2,2,4302,13401,0,1,0,17,3,3,80,1,4,3,3,3,2,0,2
0,34,0,697,0,3,4,4,1,804,3,1,40,2,1,7,4,2,2979,22478,3,1,0,17,3,4,80,3,6,2,3,0,0,0,0
0,48,0,1262,0,1,4,3,1,805,1,1,35,4,4,3,4,1,16885,16154,2,1,0,22,4,3,80,0,27,3,2,5,4,2,1
0,45,0,1050,2,9,4,4,1,806,2,0,65,2,2,2,3,2,5593,17970,1,1,0,13,3,4,80,1,15,2,3,15,10,4,12
0,29,1,1107,0,28,4,4,1,809,3,0,93,3,1,7,4,0,2514,26968,4,1,0,22,4,1,80,1,11,1,3,7,5,1,7
0,28,1,950,0,3,3,3,1,810,4,0,93,3,3,5,2,0,7655,8039,0,1,0,17,3,2,80,3,10,3,2,9,7,1,7
0,46,1,406,2,3,1,2,1,811,1,1,52,3,4,3,3,2,17465,15596,3,1,0,12,3,4,80,1,23,3,3,12,9,4,9
0,38,1,130,2,2,2,2,1,812,4,1,32,3,3,2,2,1,7351,20619,7,1,0,16,3,3,80,0,10,2,3,1,0,0,0
0,43,2,1082,0,27,3,4,1,813,3,0,83,3,3,5,1,2,10820,11535,8,1,0,11,3,3,80,1,18,1,3,8,7,0,1
1,39,2,203,0,2,3,4,1,814,1,1,84,3,4,4,4,0,12169,13547,7,1,0,11,3,4,80,3,21,4,3,18,7,11,5
0,21,1,984,0,1,1,0,1,816,4,0,70,2,1,7,2,1,2070,25326,1,1,1,11,3,3,80,0,2,6,4,2,2,2,2
0,39,0,439,0,9,3,4,1,817,3,1,70,3,2,6,2,1,6782,8770,9,1,0,15,3,3,80,0,9,2,2,5,4,0,3
0,36,0,217,0,18,4,4,1,818,1,1,78,3,2,5,4,1,7779,23238,2,1,0,20,4,1,80,0,18,0,3,11,9,0,9
0,31,2,793,2,20,3,4,1,819,3,1,67,4,1,1,4,2,2791,21981,0,1,0,12,3,1,80,1,3,4,3,2,2,2,2
0,28,1,1451,0,2,1,4,1,820,1,1,67,2,1,7,2,2,3201,19911,0,1,0,17,3,1,80,0,6,2,1,5,3,0,4
0,29,2,490,0,10,3,4,1,824,4,0,61,3,1,7,2,0,3291,17940,0,1,0,14,3,4,80,2,8,2,2,7,5,1,1
0,42,1,188,0,29,3,3,1,825,2,1,56,1,2,6,4,1,4272,9558,4,1,0,19,3,1,80,0,16,3,3,1,0,0,0
0,29,1,718,0,8,1,3,1,826,2,1,79,2,2,5,4,2,5056,17689,1,1,1,15,3,3,80,1,10,2,2,10,7,1,2
0,38,1,433,1,1,3,1,1,827,3,1,37,4,1,0,3,2,2844,6004,1,1,0,13,3,4,80,1,7,2,4,7,6,5,0
0,28,2,773,0,6,3,4,1,828,3,1,39,2,1,7,3,0,2703,22088,1,1,1,14,3,4,80,1,3,2,3,3,1,0,2
1,18,0,247,0,8,1,3,1,829,3,1,80,3,1,6,3,1,1904,13556,1,1,0,12,3,4,80,0,0,0,3,0,0,0,0
1,33,1,603,2,9,4,2,1,830,1,0,77,3,2,2,1,1,8224,18385,0,1,1,17,3,1,80,0,6,3,3,5,2,0,3
0,41,1,167,0,12,4,4,1,831,2,1,46,3,1,6,4,2,4766,9051,3,1,1,11,3,1,80,1,6,4,3,1,0,0,0
1,31,2,874,0,15,3,3,1,832,3,1,72,3,1,6,3,2,2610,6233,1,1,0,12,3,3,80,1,2,5,2,2,2,2,2
